id;name; price ;weight;thumbnail;reference;ean;description;date_upd;articleGroup;category;category_full;category_id;attribute;features;sale_price;stock;Images;image_0;primary_image;image_1;image_2;image_3;image_4;image_5;image_6;image_7;image_8;image_9;image_10;image_11
4547;FLEX HANDLE MOTORSPORT 3/4 1000MM; 143.22 ;0;https://sptools.eu/img/tmp/product_mini_6687.jpg;SP24319;;"<div>
  <ul>
    <li>Lengths: 1000mm - Extra Long</li>
    <li>Features a hinged joint head</li>
    <li>Made from Chrome Vanadium Steel (Cr-V) for maximum durability</li>
    <li>Meets and exceeds international ANSI and DIN standards</li>
    <li>Comes with a lifetime warranty for peace of mind</li>
  </ul>
</div>";6-1-2026 15:38;3;Flex Handles;Sockets & Accessories>Flex Handles;397;0;;99;1;https://sptools.eu/6687/34-chrome-flex-handle-1000mm.jpg;https://sptools.eu/6687/34-chrome-flex-handle-1000mm.jpg;https://sptools.eu/6687/34-chrome-flex-handle-1000mm.jpg;;;;;;;;;;;
4548;"SOCKET 1/2"" E TORX IMPACT SET DEEP 9PC"; 100.79 ;0;https://sptools.eu/img/tmp/product_mini_9915.jpg;SP20364;;"<p><strong>SET CONTAINS:</strong></p>
<ul>
<li>Sizes: E10, E11, E12, E14, E16, E18, E20, E22 &amp; E24</li>
</ul>";6-1-2026 15:48;3;Socket Rails;Sockets & Accessories>Socket Rails;45;0;;69;1;https://sptools.eu/9915/12-e-torx-deep-impact-socket-set-9pc.jpg;https://sptools.eu/9915/12-e-torx-deep-impact-socket-set-9pc.jpg;https://sptools.eu/9915/12-e-torx-deep-impact-socket-set-9pc.jpg;;;;;;;;;;;
4550;"SOCKET 1/2"" E TORX E11 IMPACT DEEP"; 11.09 ;0;https://sptools.eu/img/tmp/product_mini_9916.jpg;SP23881;;;11-1-2026 22:01;3;Products;;2;0;;11,09;1;https://sptools.eu/9916/socket-12-e-torx-e11-impact-.jpg;https://sptools.eu/9916/socket-12-e-torx-e11-impact-.jpg;https://sptools.eu/9916/socket-12-e-torx-e11-impact-.jpg;;;;;;;;;;;
4551;"SOCKET 1/2"" E TORX E12 IMPACT DEEP"; 11.09 ;0;https://sptools.eu/img/tmp/product_mini_9917.jpg;SP23882;;;11-1-2026 22:01;3;Products;;2;0;;11,09;1;https://sptools.eu/9917/socket-12-e-torx-e12-impact-deep-.jpg;https://sptools.eu/9917/socket-12-e-torx-e12-impact-deep-.jpg;https://sptools.eu/9917/socket-12-e-torx-e12-impact-deep-.jpg;;;;;;;;;;;
4552;"SOCKET 1/2"" E TORX E14 IMPACT DEEP"; 11.09 ;0;https://sptools.eu/img/tmp/product_mini_9918.jpg;SP23883;;;11-1-2026 22:01;3;Products;;2;0;;11,09;1;https://sptools.eu/9918/socket-12-e-torx-e14-impact-deep.jpg;https://sptools.eu/9918/socket-12-e-torx-e14-impact-deep.jpg;https://sptools.eu/9918/socket-12-e-torx-e14-impact-deep.jpg;;;;;;;;;;;
4553;"SOCKET 1/2"" E TORX E16 IMPACT DEEP"; 11.09 ;0;https://sptools.eu/img/tmp/product_mini_9919.jpg;SP23884;;;11-1-2026 22:01;3;Products;;2;0;;11,09;1;https://sptools.eu/9919/socket-12-e-torx-e16-impact-deep-.jpg;https://sptools.eu/9919/socket-12-e-torx-e16-impact-deep-.jpg;https://sptools.eu/9919/socket-12-e-torx-e16-impact-deep-.jpg;;;;;;;;;;;
4554;"SOCKET 1/2"" E TORX E18 IMPACT DEEP"; 11.09 ;0;https://sptools.eu/img/tmp/product_mini_9920.jpg;SP23885;;;11-1-2026 22:01;3;Products;;2;0;;11,09;1;https://sptools.eu/9920/socket-12-e-torx-e18-impact-deep-.jpg;https://sptools.eu/9920/socket-12-e-torx-e18-impact-deep-.jpg;https://sptools.eu/9920/socket-12-e-torx-e18-impact-deep-.jpg;;;;;;;;;;;
4555;"SOCKET 1/2"" E TORX IMPACT E20 DEEP"; 11.34 ;0;https://sptools.eu/img/tmp/product_mini_9921.jpg;SP23886;;;11-1-2026 22:01;3;Products;;2;0;;11,34;1;https://sptools.eu/9921/socket-12-e-torx-impact-e20-deep-.jpg;https://sptools.eu/9921/socket-12-e-torx-impact-e20-deep-.jpg;https://sptools.eu/9921/socket-12-e-torx-impact-e20-deep-.jpg;;;;;;;;;;;
4556;"SOCKET 1/2"" E TORX E22 IMPACT DEEP"; 11.34 ;0;https://sptools.eu/img/tmp/product_mini_9922.jpg;SP23887;;;11-1-2026 22:01;3;Products;;2;0;;11,34;1;https://sptools.eu/9922/socket-12-e-torx-e22-impact-deep.jpg;https://sptools.eu/9922/socket-12-e-torx-e22-impact-deep.jpg;https://sptools.eu/9922/socket-12-e-torx-e22-impact-deep.jpg;;;;;;;;;;;
4557;"SOCKET 1/2"" E TORX E24 IMPACT DEEP"; 11.34 ;0;https://sptools.eu/img/tmp/product_mini_9923.jpg;SP23888;;;11-1-2026 22:01;3;Products;;2;0;;11,34;1;https://sptools.eu/9923/socket-12-e-torx-e24-impact-deep-.jpg;https://sptools.eu/9923/socket-12-e-torx-e24-impact-deep-.jpg;https://sptools.eu/9923/socket-12-e-torx-e24-impact-deep-.jpg;;;;;;;;;;;
4560;TECH SERIES 13D ROLLERCABINET 411 PIECES; 5.464.05 ;150;https://sptools.eu/img/tmp/product_mini_7628.jpg;SP01015;;"<p>Looking for the perfect partner for your workshop? Then the Tech Series tool trolley from SP Tools is the choice for you! With its robust construction and unique ""dog-bone"" design, this tool trolley is not only a real eye-catcher, but also the ideal addition to your workshop. The double-walled construction of this trolley has a load capacity of 300kg on top of the cart, allowing you to easily place all your belongings on it.</p>
<p></p>
<p>The luxurious appearance of this Series is reflected in various features of the trolley, such as the thick ball bearing drawer guides and the ultra soft wheels. In addition, the Tech Series comes standard with a built-in spray can holder, paper roll holder and garbage can on the sides for optimal ease of use. This way, you have everything within reach and keep your workplace tidy and organized.</p>
<p>The Tech Series tool trolley has 100% drawer opening and each low drawer has a maximum load capacity of 40kg and the high drawers a whopping 80kg. Thanks to these features, you can use all drawers optimally and neatly organize all your tools and accessories in different drawers of the tool trolley.</p>
<p>The Tech Series tool trolley is available in Diamond Black and comes in three different handle colors. In addition, it is possible to customize the color of the trolley to match your corporate identity. This makes it perfect for the look of your workshop.</p>
<p>The Tech Series tool trolley is easy to maneuver thanks to the integrated handle on the side of the cart. This way, you are flexible and agile during your work. Would you like extra storage space? Then you can easily expand the trolley with a matching top box.</p>
<p>In short, the Tech Series tool trolley from SP Tools is the perfect addition to your workshop. With its robust construction, luxurious appearance and various convenient features, you are guaranteed an optimal workspace </p>
<ul>
<li><span></span><b><span class=""Apple-tab-span""> </span>Get a toolbox with a 25% thicker steel dog bone style frame for maximum rigidity</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Enjoy soft close drawers with heavy duty full extension ball bearing drawer slides</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Work on a stainless steel worktop</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Keep your tools secure with the SP Cliklok drawer locking system</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Extra security with an internal locking system</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Convenient side storage compartments for aerosol cans</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Corner protection for added durability</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Easy mobility with heavy duty castors, 2 of which are lockable swivel</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Includes a paper towel holder for quick clean-ups</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Additional side storage compartment/bin for organization</b></li>
</ul>";19-1-2026 13:11;3;Tech Series Toolkits;Tool Sets>Tech Series Toolkits;431;0;;3699;0;https://sptools.eu/7628/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg|https://sptools.eu/7629/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg|https://sptools.eu/7630/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg|https://sptools.eu/7631/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7628/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7631/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7629/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7630/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7631/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;;;;;;;;
4561;TECH SERIES 13D ROLLERCABINET 411 PIECES; 5.464.05 ;150;https://sptools.eu/img/tmp/product_mini_7633.jpg;SP01016;;"<p>Looking for the perfect partner for your workshop? Then the Tech Series tool trolley from SP Tools is the choice for you! With its robust construction and unique ""dog-bone"" design, this tool trolley is not only a real eye-catcher, but also the ideal addition to your workshop. The double-walled construction of this trolley has a load capacity of 300kg on top of the cart, allowing you to easily place all your belongings on it.</p>
<p></p>
<p>The luxurious appearance of this Series is reflected in various features of the trolley, such as the thick ball bearing drawer guides and the ultra soft wheels. In addition, the Tech Series comes standard with a built-in spray can holder, paper roll holder and garbage can on the sides for optimal ease of use. This way, you have everything within reach and keep your workplace tidy and organized.</p>
<p>The Tech Series tool trolley has 100% drawer opening and each low drawer has a maximum load capacity of 40kg and the high drawers a whopping 80kg. Thanks to these features, you can use all drawers optimally and neatly organize all your tools and accessories in different drawers of the tool trolley.</p>
<p>The Tech Series tool trolley is available in Diamond Black and comes in three different handle colors. In addition, it is possible to customize the color of the trolley to match your corporate identity. This makes it perfect for the look of your workshop.</p>
<p>The Tech Series tool trolley is easy to maneuver thanks to the integrated handle on the side of the cart. This way, you are flexible and agile during your work. Would you like extra storage space? Then you can easily expand the trolley with a matching top box.</p>
<p>In short, the Tech Series tool trolley from SP Tools is the perfect addition to your workshop. With its robust construction, luxurious appearance and various convenient features, you are guaranteed an optimal workspace </p>
<ul>
<li><span></span><b><span class=""Apple-tab-span""> </span>Get a toolbox with a 25% thicker steel dog bone style frame for maximum rigidity</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Enjoy soft close drawers with heavy duty full extension ball bearing drawer slides</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Work on a stainless steel worktop</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Keep your tools secure with the SP Cliklok drawer locking system</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Extra security with an internal locking system</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Convenient side storage compartments for aerosol cans</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Corner protection for added durability</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Easy mobility with heavy duty castors, 2 of which are lockable swivel</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Includes a paper towel holder for quick clean-ups</b></li>
<li><span></span><b><span class=""Apple-tab-span""> </span>Additional side storage compartment/bin for organization</b></li>
</ul>";19-1-2026 13:11;3;Tech Series Toolkits;Tool Sets>Tech Series Toolkits;431;0;;3699;0;https://sptools.eu/7633/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg|https://sptools.eu/7634/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg|https://sptools.eu/7635/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7633/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7635/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7634/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;https://sptools.eu/7635/toolkit-337-pc-tech-series-roller-cabinet-13-drawer-diamond-blackblack.jpg;;;;;;;;;
4572;KEY SET 2MM - 19MM HEX 13 PIECE METRIC; 105.03 ;13;https://sptools.eu/img/tmp/product_mini_9367.jpg;SP34528;;"<div>
<p><strong>Exciting Features:</strong></p>
<ul>
<li>Ball Drive - Makes reaching awkward fasteners easier</li>
<li>Magnetic tips for convenience</li>
<li>Chrome Vanadium Steel (Cr-V) Keys for durability</li>
<li>Hardened and tempered for strength</li>
<li>Double ended for versatility</li>
</ul>
<p></p>
<p><strong>Set Includes:</strong></p>
<ul>
<li>2, 2.5, 3, 4, 5, 6, 7, 8 10, 12, 14, 17 &amp; 19mm Jumbo Hex Keys</li>
<li>Organiser for easy storage</li>
</ul>
</div>";11-1-2026 22:01;3;Hex Key Sets;Screwdrivers>Hex Key Sets;131;0;;75;0;https://sptools.eu/9367/key-set-13pc-metric-2mm-19mm-hex.jpg;https://sptools.eu/9367/key-set-13pc-metric-2mm-19mm-hex.jpg;https://sptools.eu/9367/key-set-13pc-metric-2mm-19mm-hex.jpg;;;;;;;;;;;
4605;CHARGER BATTERY MULTI VOLT 3.5 AMP 8 STAGE; 83.81 ;0;https://sptools.eu/img/tmp/product_mini_7832.jpg;SP61075;;"<div>
<h2>Key Features</h2>
<ul>
<li>Built-in microchip charging control and monitoring system</li>
<li>Optimally designed charging cycle for Lead Acid, AGM, and Lithium batteries</li>
<li>Overcharge protection to prevent battery damage</li>
<li>Protection against reverse polarity, short circuit, overload, and high temperature</li>
<li>LED indicators for battery voltage, current, and charging status</li>
</ul>
<p>INCLUDES QUICK CONNECT HARNESS - Easily switch between using battery clamps and terminal ring quick connect harness.</p>
<br />
<h2>Specifications</h2>
<ul>
<li>Current Output: 3.5 Amp</li>
<li>Output Voltage (Nom): 6 &amp; 12 Volt</li>
<li>Battery Type Supported: LEAD ACID, AGM &amp; LITHIUM</li>
<li>Charge Stages: 8 Stages</li>
</ul>
<br />
<p>WARNING: Batteries contain corrosive liquid. Always wear approved gloves and goggles when handling batteries or battery acid. If battery acid contacts skin, wash off immediately and contact a doctor for further advice.</p>
</div>";11-1-2026 22:01;6;Battery Chargers;Specialty Tools >Battery Chargers;423;0;;59;1;https://sptools.eu/7832/charger-battery-multi-volt-35-amp-8-stage.jpg|https://sptools.eu/7833/charger-battery-multi-volt-35-amp-8-stage.jpg;https://sptools.eu/7832/charger-battery-multi-volt-35-amp-8-stage.jpg;https://sptools.eu/7833/charger-battery-multi-volt-35-amp-8-stage.jpg;https://sptools.eu/7833/charger-battery-multi-volt-35-amp-8-stage.jpg;;;;;;;;;;
4607;LIGHTING PACKAGE ULTIMATE; 169.95 ;0;https://sptools.eu/img/tmp/product_mini_6408.jpg;SPS0202;;"<ul>
<li>Inspection lamp 170 Lumen</li>
<li>Work lamp 700 Lumen</li>
<li>Slimline lamp 1000 Lumen</li>
<li>I-lon batteries</li>
<li>USB-C chargers included</li>
<li>IP65</li>
</ul>";19-5-2025 14:37;6;Lights;Lights;355;0;;169,95;0;https://sptools.eu/6408/lighting-package-ultimate.jpg;https://sptools.eu/6408/lighting-package-ultimate.jpg;https://sptools.eu/6408/lighting-package-ultimate.jpg;;;;;;;;;;;
4612;USA WORKSHOP SERIES - OIL SERVICE STATION TO FIT 8 REELS; 1.789.00 ;0;https://sptools.eu/img/tmp/product_mini_6835.jpg;SP45830;;"<ul>
<li>Weight: 105 kg</li>
<li>Includes drip trays</li>
<li>Accommodates 8x oil reels (reels not included)</li>
<li>Sturdy construction</li>
</ul>";24-12-2025 14:44;6;USA Workshop Individual Units;Storage Solutions>USA Workshop Series>USA Workshop Individual Units;379;0;;1499;1;https://sptools.eu/6835/sumo-workshop-series-tall-cabinet-for-hose-reels.jpg;https://sptools.eu/6835/sumo-workshop-series-tall-cabinet-for-hose-reels.jpg;https://sptools.eu/6835/sumo-workshop-series-tall-cabinet-for-hose-reels.jpg;;;;;;;;;;;
4619;COMBINATION SPANNER SET 16 PIECES; 105.03 ;0;https://sptools.eu/img/tmp/product_mini_8845.jpg;T810016;;"<div>
<ul>
<li>This set includes sizes 6mm to 24mm</li>
<li>Made from Chrome Vanadium Steel (Cr-V) for superior strength and durability</li>
<li>Meets and exceeds international ANSI and DIN standards</li>
<li>Comes with a lifetime warranty</li>
</ul>
</div>";11-1-2026 22:01;3;Sets;Spanners>Sets;18;0;;69;1;https://sptools.eu/8845/888-combination-spanner-set-metric-16pc.jpg;https://sptools.eu/8845/888-combination-spanner-set-metric-16pc.jpg;https://sptools.eu/8845/888-combination-spanner-set-metric-16pc.jpg;;;;;;;;;;;
4623;CUSTOM SERIES 7D TOPBOX EMPTY; 469.23 ;34;https://sptools.eu/img/tmp/product_mini_6478.jpg;SP40101BK;;"<p>The Custom Series Roller cabinets from SP Tools are the tool carts you can always count on. With their sturdy construction and famous American appearance and quality, these carts are the perfect partner for your workshop. The heavy double-wall construction allows the tool carts to have a top load capacity of up to 200 kg.<br /><br /></p>
<p><span>The luxury of this series is evident in the thick ball bearing drawer slides and ultra-soft wheels. Each drawer has a maximum load capacity of 40 kg and the deep and large drawers even have a maximum load capacity of up to 80 kg! The 100% drawer opening allows you to make optimal use of each drawer and organize all your tools and accessories neatly and orderly.<br /><br /></span></p>
<p><span>With the handle on the side of the cart, the cart is easy to steer and you are super maneuverable and flexible while working. The cart can also be expanded with a matching top chest or hitch cabinets for extra storage. The Custom Series Tool Carts are available in black metallic and with three different color handles, so you can match your corporate identity perfectly. If you have a special request regarding color, please feel free to contact us.<br /><br /></span></p>
<p><span>In short, with the Custom Series Tool Carts from SP Tools, you have a reliable cart you can count on. These tool carts are of high quality, user-friendly, and have a beautiful design. Perfect for any professional looking for a reliable partner in their workshop. Order your Custom Series Tool Cart now from SP Tools!</span></p>
<p></p>
<p><span> </span></p>";6-1-2026 15:23;3;Topboxes;Storage Solutions>Topboxes;428;0;;319;1;https://sptools.eu/6478/tool-box-steel-668mm-7-drawer-blackblack.jpg;https://sptools.eu/6478/tool-box-steel-668mm-7-drawer-blackblack.jpg;https://sptools.eu/6478/tool-box-steel-668mm-7-drawer-blackblack.jpg;;;;;;;;;;;
4624;MEDIUM NOSE DUSTER; 26.51 ;0;https://sptools.eu/img/tmp/product_mini_7900.jpg;SP-112;;"<div>
<ul>
<li>Keeps air flowing smoothly, perfect for cleaning machinery</li>
<li>Long angled nozzle makes it easy to reach a variety of areas quickly</li>
<li>Air inlet thread size: 1/4” NPT</li>
<li>Length: 330mm</li>
</ul>
</div>";11-1-2026 22:01;4;Hoses & Dusters;Air Tools>Hoses & Dusters;160;0;;20;1;https://sptools.eu/7900/medium-nose-duster.jpg;https://sptools.eu/7900/medium-nose-duster.jpg;https://sptools.eu/7900/medium-nose-duster.jpg;;;;;;;;;;;
4625;VDE 1000V SCREWDRIVERS & PLIERS SET 12 PIECES; 285.38 ;6;https://sptools.eu/img/tmp/product_mini_7746.jpg;SP55910;;"<div>
<h4>TOOLS INCLUDED IN THIS TOOL KIT</h4>
<ul>
<li>8pc Screwdriver Set</li>
<li>4 x Slotted - 3.0 x 100, 4.0 x 100, 5.5 x 125 &amp; 6.5x150mm</li>
<li>4 x Phillips - #0 x 60, #1 x 80, #2 x 100 &amp; #3 x 150mm</li>
<li>Combination Pliers - 200mm (8”)</li>
<li>Long Nose Pliers - 200mm (8”)</li>
<li>Diagonal Cutters - 180mm (7”)</li>
<li>Multigrip Pliers - 250mm (10”)</li>
</ul>
<p></p>
<h4>FEATURES</h4>
<ul>
<li>Heavy-duty plastic sheath running the length of the tools protects the user from live current</li>
<li>VDE certified and tested to 1000 volts AC &amp; 1500 volts DC for safety and peace of mind in energised applications</li>
<li>Premium quality tools manufactured using high quality, durable Chrome Vanadium Steel (Cr-V)</li>
<li>Screwdrivers feature ergonomic handles with anti-slip grip</li>
<li>Pliers and cutters feature induction hardened cutting edges and anti-slip guards for added safety</li>
<li>EVA foam tray features a large cut out tray, ideal for storing additional tools or equipment such as multimeters and circuit testers</li>
</ul>
<p></p>
<h4>HI-DENSITY FOAM.</h4>
<h2>CUT TO SHADOW YOUR TOOLS</h2>
<ul>
<li>Offers extra protection for your SP Tools</li>
<li>Keeps your tool kit organised for rapid tool location and instant use</li>
<li>Easy identification of missing tools</li>
</ul>
<p></p>
<h4>DIMENSIONS</h4>
<h2>560(W) x 400(L) x 40(H)mm</h2>
</div>";27-1-2026 12:00;3;EVA Foam Inlays;Tool Sets>EVA Foam Inlays;152;0;;189;1;https://sptools.eu/7746/eva-foam-vde-1000v-screwdrivers-pliers-12pc.jpg|https://sptools.eu/7747/eva-foam-vde-1000v-screwdrivers-pliers-12pc.jpg;https://sptools.eu/7746/eva-foam-vde-1000v-screwdrivers-pliers-12pc.jpg;https://sptools.eu/7747/eva-foam-vde-1000v-screwdrivers-pliers-12pc.jpg;https://sptools.eu/7747/eva-foam-vde-1000v-screwdrivers-pliers-12pc.jpg;;;;;;;;;;
4626;VDE 1000V SOCKETS & SPANNERS SET 32 PIECES; 1.112.88 ;6;https://sptools.eu/img/tmp/product_mini_7744.jpg;SP55900;;"<p><strong>Content:</strong></p>
<ul>
<li>10pc Spanners Set - 8, 10, 12, 13, 14, 15, 17, 18 &amp; 19mm</li>
<li>10pc Socket Set - 8, 10, 12, 13, 14, 15, 16, 17, 18 &amp; 19mm</li>
<li>4pc Hex Sockets - 4, 5, 6 &amp; 8mm</li>
<li>5pc Hex Keys - 4, 5, 6, 8 &amp; 10mm</li>
<li>Ratchet Driver</li>
<li>2x Extension Bars</li>
</ul>
<ul>
<li>Heavy-duty plastic sheath running the length of the tools protects the user from live current</li>
<li>VDE certified and tested to 1000 volts AC &amp; 1500 volts DC for safety and peace of mind in energised applications</li>
<li>Premium quality tools manufactured using high quality, durable Chrome Vanadium Steel (Cr-V)</li>
</ul>
<p><strong>EVA Foam</strong></p>
<ul>
<li>Offers extra protection for your SP Tools</li>
<li>Keeps your tool kit organised for rapid tool location and instant use</li>
<li>Easy identification of missing tools</li>
</ul>";27-1-2026 12:00;3;EVA Foam Inlays;Tool Sets>EVA Foam Inlays;152;0;;755;1;https://sptools.eu/7744/eva-toolkit-vde-1000v-32pc-combination-set.jpg|https://sptools.eu/7745/eva-toolkit-vde-1000v-32pc-combination-set.jpg;https://sptools.eu/7744/eva-toolkit-vde-1000v-32pc-combination-set.jpg;https://sptools.eu/7745/eva-toolkit-vde-1000v-32pc-combination-set.jpg;https://sptools.eu/7745/eva-toolkit-vde-1000v-32pc-combination-set.jpg;;;;;;;;;;
4628;CIRCUIT TESTER MINI DIGITAL 3 - 30V WIRELESS; 55.17 ;0;https://sptools.eu/img/tmp/product_mini_6401.jpg;SP61018;;"<div>
<ul>
<li>Perfect for testing DC circuits with a voltage range of 3 to 30 Volts</li>
<li>No need for a ground or clip - just touch a bare metal surface (like a car) and use the probe to check for power</li>
<li>Bi-directional polarity testing for both Power and Ground</li>
<li>Dual colour LED shows Red for power and Green for ground on 6V, 12V, and 24V systems</li>
<li>Compact size for easy use in tight spaces</li>
<li>Safe for use with computers</li>
</ul>
</div>";11-1-2026 22:01;6;Electrical;Specialty Tools >Electrical;168;0;;39;1;https://sptools.eu/6401/circuit-tester-cordless-3-to-30-volts.jpg;https://sptools.eu/6401/circuit-tester-cordless-3-to-30-volts.jpg;https://sptools.eu/6401/circuit-tester-cordless-3-to-30-volts.jpg;;;;;;;;;;;
4630;SCREWDRIVER SET VDE 8 PIECES; 81.16 ;0;https://sptools.eu/img/tmp/product_mini_10106.jpg;SP34041;;"<div>
    <h4>PRODUCT FEATURES</h4>
    <ul>
        <li>VDE certified and tested to 1000 volts AC &amp; 1500 volts DC for safety and peace of mind in energised applications</li>
        <li>Insulated handle &amp; blade</li>
        <li>Durable ergonomic handle featuring anti-slip grip</li>
        <li>Magnetic tip for greater fastener control</li>
        <li>Hardened and tempered for strength and durability</li>
        <li>Chrome Vanadium Steel (Cr-V) shaft</li>
    </ul>
    <p><br /></p>
    <h4>SET INCLUDES</h4>
    <ul>
        <li>4 x Slotted - 3.0 x 100mm, 4.0 x 100mm, 5.5 x 125mm &amp; 6.5x150mm</li>
        <li>4 x Phillips - #0 x 75mm, #1 x 75mm, #2 x 100mm &amp; #3 x 150mm</li>
    </ul>
    <p><br /></p>
</div>";11-1-2026 22:01;3;Sets;Screwdrivers>Sets;126;0;;55;1;https://sptools.eu/7749/screwdriver-set-vde-8pc.jpg|https://sptools.eu/10106/screwdriver-set-vde-8pc.jpg;https://sptools.eu/7749/screwdriver-set-vde-8pc.jpg;https://sptools.eu/10106/screwdriver-set-vde-8pc.jpg;https://sptools.eu/10106/screwdriver-set-vde-8pc.jpg;;;;;;;;;;
4631;SCREWDRIVERSET VDE 2PC; 22.28 ;0;https://sptools.eu/img/tmp/product_mini_7750.jpg;SP34043;;"<div>
    <h4>FEATURES</h4>
    <ul>
        <li>VDE certified and tested to 1000 volts AC &amp; 1500 volts DC for safety and peace of mind in energised applications</li>
        <li>Insulated handle &amp; blade</li>
        <li>Durable ergonomic handle featuring anti-slip grip</li>
        <li>Magnetic tip for greater fastener control</li>
        <li>Hardened and tempered for strength and durability</li>
        <li>Chrome Vanadium Steel (Cr-V) shaft</li>
    </ul>
    <p><br /></p>
    <h4>SET INCLUDES</h4>
    <ul>
        <li>1 x Slotted - 4.0 x 100mm</li>
        <li>1 x Phillips - #2 x 100mm</li>
    </ul>
    <p><br /></p>
</div>";11-1-2026 22:01;3;Sets;Screwdrivers>Sets;126;0;;15;1;https://sptools.eu/7750/screwdriver-set-vde-2pc-sp34413-sp34432.jpg;https://sptools.eu/7750/screwdriver-set-vde-2pc-sp34413-sp34432.jpg;https://sptools.eu/7750/screwdriver-set-vde-2pc-sp34413-sp34432.jpg;;;;;;;;;;;
4632;INSULATED ADJUSTABLE PLIER 250MM; 47.74 ;0;https://sptools.eu/img/tmp/product_mini_9892.jpg;SP32409;;"<ul>
<li>Strong and durable blades made from forged chrome Vanadium (Cr-V) Steel</li>
<li>Insulated grip handles rated for 1000V VDE for added safety</li>
<li>Ergonomic handles with slip guards for a comfortable and secure grip</li>
</ul>";11-1-2026 22:01;3;Products;;2;0;;47,74;1;https://sptools.eu/9892/insulated-adjustable-plier-250mm.jpg;https://sptools.eu/9892/insulated-adjustable-plier-250mm.jpg;https://sptools.eu/9892/insulated-adjustable-plier-250mm.jpg;;;;;;;;;;;
4637;AIR HAMMER KIT; 211.12 ;0;https://sptools.eu/img/tmp/product_mini_10355.jpg;SP-1410K;;"Kit includes: Air Hammer &amp; 4pc Chisels<br />Includes Tapered Puch Chisel, Flat Chisel, Spot Welder Chisel, Sheet Metal Chisel <br />Free Speed 3000BPM<br />Uses a hard steel cylinder <br />Quick change retainer for quick chisel replacement <br />Easy change retainer for quick accessory changing <br />Attach each chisel to remove rust from mufflers and pipes, cut body panels, and peel off spot welds";19-1-2026 13:11;4;Air Tools;Air Tools;3;0;;211,12;1;https://sptools.eu/10355/air-hammer-kit-with-4-chisels.jpg|https://sptools.eu/10356/air-hammer-kit-with-4-chisels.jpg|https://sptools.eu/10357/air-hammer-kit-with-4-chisels.jpg;https://sptools.eu/10355/air-hammer-kit-with-4-chisels.jpg;https://sptools.eu/10357/air-hammer-kit-with-4-chisels.jpg;https://sptools.eu/10356/air-hammer-kit-with-4-chisels.jpg;https://sptools.eu/10357/air-hammer-kit-with-4-chisels.jpg;;;;;;;;;
